"","price.open","price.high","price.low","price.close","volume","price.adjusted","ref.date","ticker","ret.adjusted.prices","ret.closing.prices"
"17",302.880005,311.640015,301.820007,303.670013,14877400,303.670013,2018-04-11,"NFLX",0.0187875528180868,0.0187875528180868
"18",309.720001,311.130005,306.75,309.25,10249400,309.25,2018-04-12,"NFLX",0.0183751663355711,0.0183751663355711
"19",317.290009,317.48999,308.230011,311.649994,12046600,311.649994,2018-04-13,"NFLX",0.00776069199676632,0.00776069199676632
"20",315.98999,316.100006,304,307.779999,20307900,307.779999,2018-04-16,"NFLX",-0.0124177605471092,-0.0124177605471092
"21",329.660004,338.619995,323.769989,336.059998,33866500,336.059998,2018-04-17,"NFLX",0.0918838101627262,0.0918838101627262
"22",336.299988,338.820007,331.100006,334.519989,11221100,334.519989,2018-04-18,"NFLX",-0.00458254183528262,-0.00458254183528262
"23",332.880005,335.309998,326.769989,332.700012,8438800,332.700012,2018-04-19,"NFLX",-0.00544056277605576,-0.00544056277605576
"24",332.220001,336.51001,326,327.769989,9158700,327.769989,2018-04-20,"NFLX",-0.0148182230904158,-0.0148182230904158
"25",329.149994,331.220001,317.079987,318.690002,8968000,318.690002,2018-04-23,"NFLX",-0.0277023135269411,-0.0277023135269411
"26",319.220001,320.25,302.309998,307.019989,13893200,307.019989,2018-04-24,"NFLX",-0.036618698191856,-0.036618698191856
"27",306.369995,309.980011,292.619995,305.76001,14919700,305.76001,2018-04-25,"NFLX",-0.00410389891584551,-0.00410389891584551
"28",310,316.630005,305.579987,313.980011,9266700,313.980011,2018-04-26,"NFLX",0.0268838328465517,0.0268838328465517
"29",316.25,317.450012,306.5,311.76001,7074400,311.76001,2018-04-27,"NFLX",-0.00707051698268768,-0.00707051698268768
"30",311.070007,317.880005,310.119995,312.459991,6088800,312.459991,2018-04-30,"NFLX",0.00224525589410907,0.00224525589410907
"31",310.359985,313.480011,306.690002,313.299988,6036600,313.299988,2018-05-01,"NFLX",0.00268833458425077,0.00268833458425077
"32",311.649994,317.100006,310.399994,313.359985,5697100,313.359985,2018-05-02,"NFLX",0.000191500166926373,0.000191500166926373
"33",312.589996,312.589996,305.730011,311.690002,6135800,311.690002,2018-05-03,"NFLX",-0.00532927967813124,-0.00532927967813124
"34",308.709991,320.980011,307.670013,320.089996,8209500,320.089996,2018-05-04,"NFLX",0.0269498345988011,0.0269498345988011
"35",321.98999,329.019989,319.339996,326.26001,7117800,326.26001,2018-05-07,"NFLX",0.0192758726517652,0.0192758726517652
"36",325.899994,327.350006,323.049988,326.890015,4735700,326.890015,2018-05-08,"NFLX",0.00193099056179147,0.00193099056179147
"37",328.790009,331.950012,327.51001,330.299988,5633400,330.299988,2018-05-09,"NFLX",0.0104315605969181,0.0104315605969181
"38",331.5,332.059998,327.339996,329.600006,5302300,329.600006,2018-05-10,"NFLX",-0.00211923107911216,-0.00211923107911216
"39",329.649994,331.26001,324.869995,326.459991,4589700,326.459991,2018-05-11,"NFLX",-0.00952674436541123,-0.00952674436541123
"40",327.25,330.5,327.040009,328.529999,4089800,328.529999,2018-05-14,"NFLX",0.00634077086646734,0.00634077086646734
"41",325.940002,326.940002,322.429993,326.130005,4746100,326.130005,2018-05-15,"NFLX",-0.00730525068427612,-0.00730525068427612
"42",326.279999,329.720001,325.140015,328.190002,3671700,328.190002,2018-05-16,"NFLX",0.00631649025976633,0.00631649025976633
"43",327.529999,330.450012,323.170013,325.220001,4935700,325.220001,2018-05-17,"NFLX",-0.0090496388735205,-0.0090496388735205
"44",324.899994,326.420013,322.799988,324.179993,3577700,324.179993,2018-05-18,"NFLX",-0.00319785990038168,-0.00319785990038168
"45",327.109985,331.880005,325.450012,331.820007,6657300,331.820007,2018-05-21,"NFLX",0.0235671977449883,0.0235671977449883
"46",334.049988,336.630005,331.149994,331.619995,5964400,331.619995,2018-05-22,"NFLX",-0.000602772574831434,-0.000602772574831434
"47",329.040009,345,328.089996,344.720001,10049100,344.720001,2018-05-23,"NFLX",0.0395030643432703,0.0395030643432703
"48",344.339996,354,341.119995,349.290009,14758600,349.290009,2018-05-24,"NFLX",0.0132571593952855,0.0132571593952855
"49",349.899994,354.359985,348.829987,351.290009,7817400,351.290009,2018-05-25,"NFLX",0.005725900966151,0.005725900966151
"50",351.5,356.100006,346.709991,349.730011,9717900,349.730011,2018-05-29,"NFLX",-0.00444076962063555,-0.00444076962063555
"51",352.369995,354,349.26001,353.540009,5685500,353.540009,2018-05-30,"NFLX",0.0108941122584987,0.0108941122584987
"52",353.799988,355.529999,350.209991,351.600006,6921700,351.600006,2018-05-31,"NFLX",-0.00548736479779854,-0.00548736479779854
"53",353.880005,359.98999,352.820007,359.929993,7112300,359.929993,2018-06-01,"NFLX",0.0236916577299491,0.0236916577299491
"54",362.679993,363,355.51001,361.809998,7682000,361.809998,2018-06-04,"NFLX",0.00522325184497752,0.00522325184497752
"55",363.320007,369.829987,361.410004,365.799988,8358000,365.799988,2018-06-05,"NFLX",0.01102785998744,0.01102785998744
"56",367.779999,369.679993,363.329987,367.450012,7712300,367.450012,2018-06-06,"NFLX",0.00451072732129232,0.00451072732129232
"57",368.540009,368.700012,357.799988,361.399994,8278000,361.399994,2018-06-07,"NFLX",-0.0164648735948334,-0.0164648735948334
"58",358.059998,362.390015,356.25,360.570007,5225700,360.570007,2018-06-08,"NFLX",-0.00229658830597546,-0.00229658830597546
"59",361.880005,365.670013,360.910004,361.450012,4432400,361.450012,2018-06-11,"NFLX",0.00244059401202512,0.00244059401202512
"60",363.600006,365.980011,362,363.829987,4291000,363.829987,2018-06-12,"NFLX",0.00658452046198854,0.00658452046198854
"61",367.529999,384.25,364.109985,379.929993,18222800,379.929993,2018-06-13,"NFLX",0.0442514541826373,0.0442514541826373
"62",384.269989,395.029999,383.25,392.869995,14598300,392.869995,2018-06-14,"NFLX",0.0340589114795156,0.0340589114795156
"63",390.709991,398.859985,387.51001,391.980011,13588100,391.980011,2018-06-15,"NFLX",-0.00226533970862297,-0.00226533970862297
"64",387.720001,393.160004,386.5,390.399994,6824800,390.399994,2018-06-18,"NFLX",-0.00403086115531537,-0.00403086115531537
"65",389.5,405.290009,388.5,404.980011,16697100,404.980011,2018-06-19,"NFLX",0.0373463555944624,0.0373463555944624
"66",415.149994,419.470001,409.600006,416.76001,16494600,416.76001,2018-06-20,"NFLX",0.0290878529310921,0.0290878529310921
"67",421.380005,423.209991,406.369995,415.440002,18389900,415.440002,2018-06-21,"NFLX",-0.00316730964662382,-0.00316730964662382
"68",419.980011,420.5,409.649994,411.089996,10428600,411.089996,2018-06-22,"NFLX",-0.0104708405041843,-0.0104708405041843
"69",404.690002,405.98999,378.75,384.480011,22490900,384.480011,2018-06-25,"NFLX",-0.0647303151595059,-0.0647303151595059
"70",393.279999,404.779999,389.049988,399.390015,15191200,399.390015,2018-06-26,"NFLX",0.0387796597311272,0.0387796597311272
"71",407.559998,411.589996,390,390.390015,16541400,390.390015,2018-06-27,"NFLX",-0.0225343640601531,-0.0225343640601531
"72",395,396.899994,387.100006,395.420013,12219900,395.420013,2018-06-28,"NFLX",0.0128845457279434,0.0128845457279434
"73",399.190002,401.329987,390.549988,391.429993,9252500,391.429993,2018-06-29,"NFLX",-0.0100905868919688,-0.0100905868919688
"74",385.450012,398.380005,380,398.179993,8142500,398.179993,2018-07-02,"NFLX",0.0172444629198356,0.0172444629198356
